smiles,model_name,mol_idx,descriptor:MW,descriptor:nHeavyAtom,descriptor:TopoPSA,descriptor:SLogP,descriptor:nRot,descriptor:nRing
c1(C)nn2c(c(C#N)cnc2c1C#N)-c1c(F)cccc1,MOSES sample,9182,277.262,21,77.77,2.58718,1,3
COc1cc(C)ccc1NC(=O)CCC(=O)c1cccs1,MOSES sample,9183,303.383,21,55.4,3.66672,6,2
S(c1nc(cnc1)N1Cc2n(c(C(F)(F)F)nn2)CC1)CC,MOSES sample,9184,330.339,22,59.73,2.2191,3,3
c1c(cccc1)Oc1cc(CNc2cnns2)ccc1,MOSES sample,9185,283.356,20,47.04,3.9425,5,3
c1c(OC)cc2sc(NC(c3ncc(C#N)cc3)=O)nc2c1OC,MOSES sample,9186,340.364,24,97.13,2.83248,4,3
C1(OCCC1)CN(C(c1ccsc1)=O)c1ccncc1,MOSES sample,9187,288.372,20,42.43,2.9689,4,3
c1occ(c1)-c1cc(ccc1)C(=O)N1CCCC1C(=O)NC,MOSES sample,9188,298.342,22,62.55,2.2972,3,3
c1c(CN2C(CCC2)c2n(-c3ccccc3)nnn2)c(C#N)ccc1,MOSES sample,9189,330.395,25,70.63,2.87108,4,4
c1(NC(CCc2c(nc(SC)nc2C)C)=O)n[nH]c(C(C)C)n1,MOSES sample,9190,334.449,23,96.45,2.62814,6,2
C1n2c(nnc2C2N(C(CC)=O)CCC2)CCCC1,MOSES sample,9191,262.357,19,51.02,2.078,2,3
c1(ccccc1Cl)Cn1cc(c(n1)N)CCC,MOSES sample,9192,249.745,17,43.84,3.1195,4,2
C(N(CC)C(=O)c1cc(NC(=O)CC)c(C)cc1)C,MOSES sample,9193,262.353,19,49.41,2.82552,5,1
Cc1cc(NC(=O)c2ccccc2SCc2cscn2)n(C)n1,MOSES sample,9194,344.465,23,59.81,3.72962,5,3
c1c(C#N)c(Sc2nnc(Cc3csc(n3)C)o2)ncc1,MOSES sample,9195,315.383,21,88.49,2.8432,4,3
c1ncccc1CNC(=O)c1ccc(-n2c(c(cn2)C(=O)N)C)cc1,MOSES sample,9196,335.367,25,102.9,1.60462,5,3
C1CCCCC1CNC(=O)Cc1nc(on1)-c1c(OC)cccc1,MOSES sample,9197,329.4,24,77.25,2.9842,6,3
Brc1cc(cc(C)c1S(Oc1ccccn1)(=O)=O)C,MOSES sample,9198,342.214,19,56.26,3.22864,3,2
C1CC(CCC1NC(NC(C)C)=O)OC(CC(C)(C)C)=O,MOSES sample,9199,298.427,21,67.43,2.9846,4,1
C(=O)(OCC)c1c(n(nc1)Cc1ccncc1)-c1ccccc1,MOSES sample,9200,307.353,23,57.01,3.1701,5,3
C(CNC(=O)c1ccc(cc1F)F)(OCCO)=O,MOSES sample,9201,259.208,18,75.63,0.2301,5,1
COc1ccc(OCc2nc(C#N)c(NCC3CCCO3)o2)cc1,MOSES sample,9202,329.356,24,89.54,2.72478,7,3
c1c2OCCOc2cc2c1n(c(n2)-c1cccnc1)CCCC#N,MOSES sample,9203,320.352,24,72.96,3.17328,4,4
c1(=O)[nH]c2c(ccc(c2)C(=O)CN2CCc3c2cccc3)[nH]1,MOSES sample,9204,293.326,22,68.96,2.1016,3,4
CN1CCC(N(Cc2ccccc2)c2cc(F)ccc2)C1=O,MOSES sample,9205,298.361,22,23.55,3.063,4,3
C1(c2ncsc2C(=O)NCc2cc(ccc2)OCCOC)CC1,MOSES sample,9206,332.425,23,60.45,2.9757,8,3
CCC(n1c(c(cn1)C(Nc1cc(C)ccn1)=O)C1CC1)C,MOSES sample,9207,298.39,22,59.81,3.68722,5,3
Cc1nc(-c2ccncc2)[nH]c(=O)c1CC(=O)NCCCC(N)=O,MOSES sample,9208,329.36,24,130.83,0.06452,7,2
c1cc(OCC)ccc1-c1nc(cs1)CC(=O)NC(C)C,MOSES sample,9209,304.415,21,51.22,3.2759,6,2
C1CC(N(C(=O)Cc2csc(n2)-n2cccc2)CC1)C,MOSES sample,9210,289.404,20,38.13,2.8773,3,3
c1cscc1-c1nc(cs1)C(=O)N=c1[nH]cc[nH]1,MOSES sample,9211,276.346,18,73.9,2.2689,2,3
Cc1csc(SCC(=O)NC(Cc2ccccc2)C(N)=O)n1,MOSES sample,9212,335.454,22,85.08,1.75642,7,2
c1cccc(c1)-c1nc(sc1)N1CCN(C(C2CC2)=O)CC1,MOSES sample,9213,313.426,22,36.44,2.8687,3,4
c1(sc(-c2nc(no2)-c2c(C)cccc2)cc1N)C,MOSES sample,9214,271.345,19,64.94,3.66414,2,3
c12CCCCC(=O)c1c(C#N)c(s2)NC(=O)CC(C)C,MOSES sample,9215,290.388,20,69.96,3.51348,3,2
c1(C)sc(cn1)CNC(Nc1cc(ccc1OC)C)=O,MOSES sample,9216,291.376,20,63.25,3.09024,4,2
Cc1cc(F)ccc1NC(=O)Cn1ncc(=O)c2ccccc21,MOSES sample,9217,311.316,23,63.99,2.48272,3,3
O=C(OCCn1nc2ccccn2c1=O)c1cccc(-n2cccc2)c1,MOSES sample,9218,348.362,26,70.53,2.1437,5,4
C(C(C#N)c1ncccc1)(=O)c1scnc1C1CC1,MOSES sample,9219,269.329,19,66.64,2.90558,4,3
O(C)c1cccc(c1OC)C(=O)Nc1cc(C(OCC)=O)ccc1,MOSES sample,9220,329.352,24,73.86,3.1328,6,2
CC12CCC(C(=O)Nc3ccc(S(C)(=O)=O)cc3)(CC1=O)C2(C)C,MOSES sample,9221,349.452,24,80.31,2.8141,3,3
N#Cc1cccc(OCCN(CC2CC2)CC#C)c1,MOSES sample,9222,254.333,19,36.26,2.28228,7,2
OCc1nnn(CC(O)CO)c1-c1ccc(Cl)c(Cl)c1,MOSES sample,9223,318.16,20,91.4,1.0974,5,2
C1CC(C)(CO1)CNc1c(CCOC)cnc(C)n1,MOSES sample,9224,265.357,19,56.27,1.81242,6,2
Cc1cc(C)cc(c1)C(Nc1n(C)nc(c1)C(=O)NCC1CCC1)=O,MOSES sample,9225,340.427,25,76.02,2.81914,5,3
c1ccccc1S(=O)(N1CCc2c(ccs2)C1)=O,MOSES sample,9226,279.386,18,37.38,2.4951,2,3
CCOC(C)c1noc(Cn2c(CC)nc3ccccc32)n1,MOSES sample,9227,300.362,22,65.97,3.1275,6,3
c1c(sc(c1)CNC(c1cccc(c1)F)=O)C,MOSES sample,9228,249.31,17,29.1,3.12562,3,2
c1(C(=O)OCC(N2CCOCC2)=O)ccc(cc1)-c1cscn1,MOSES sample,9229,332.381,23,68.73,1.8257,4,3
c12CCCc1c1c(NCCc3ccccc3)ncnc1s2,MOSES sample,9230,295.411,21,37.81,3.8346,4,4
c1(cc(C(N2CC3(CCOCC3)N(C)CC2)=O)ccc1)-n1nccc1,MOSES sample,9231,340.427,25,50.6,1.8091,2,4
c1c(cccc1C(=O)OC(C)C(Nc1ccc(c(OC)c1)OC)=O)O,MOSES sample,9232,345.351,25,94.09,2.5934,6,2
c1nc(C)ccc1-c1nc(OC)cc(OC)c1C#N,MOSES sample,9233,255.277,19,68.03,2.3409,3,2
CCC(C)Oc1ccc(NC(=O)N(C)Cc2c(C)noc2C)cc1,MOSES sample,9234,331.416,24,67.6,4.13264,6,2
CCOC(=O)CCC(=O)N1CCCC1Cc1ccc(C)cc1,MOSES sample,9235,303.402,22,46.61,2.87182,6,2
C1COCCN1C(C)(CC)CNC(=O)c1oc(COC)cc1,MOSES sample,9236,310.394,22,63.94,1.6567,7,2
CN1C(=O)COc2ccc(C(=O)c3cccs3)cc21,MOSES sample,9237,273.313,19,46.61,2.3343,2,3
C1C(C1)c1oc(-c2cccc(NC(c3c[nH]c4c3cccc4)=O)c2)nn1,MOSES sample,9238,344.374,26,83.81,4.3476,4,5
c12cn[nH]c2c(NC(Cc2c3ccccc3n(C)c2)=O)ccc1,MOSES sample,9239,304.353,23,62.71,3.2358,3,4
n1nn(C(C)C)c(n1)SCC(=O)N1CCC(CC1)O,MOSES sample,9240,285.373,19,84.14,0.3294,4,2
c1nc(ccc1)-c1nc(cc(N(CCC(=O)NC)C)n1)C,MOSES sample,9241,285.351,21,71.01,1.41932,5,2
C(n1c2nc3n(cc(C)n3-c3c(Cl)cc(C)cc3)c2c(=O)[nH]c1=O)=C,MOSES sample,9242,355.785,25,77.09,2.49894,2,4
CN(CCCC(=O)Nc1ccc(cc1OC)F)C(OC)=O,MOSES sample,9243,298.314,21,67.87,2.2512,6,1
N(C(=O)CC1(CCCCC1)O)c1c(ccc(OC)c1)OC,MOSES sample,9244,293.363,21,67.79,2.7276,5,2
Cc1ccccc1NC(=O)N1CCN(Cc2c[nH]c(C(N)=O)c2)CC1,MOSES sample,9245,341.415,25,94.46,1.77172,4,3
N(C(C(=O)NCC(C)(c1ccncc1)C)C)C(=O)C,MOSES sample,9246,263.341,19,71.09,1,5,1
Fc1c(C)c(C(Nc2ccc(cc2)N(C)C(OC)=O)=O)ccc1,MOSES sample,9247,316.332,23,58.64,3.58902,3,2
c1c(C(OCC)=O)c(ccc1)NC(c1ccnnc1)=O,MOSES sample,9248,271.276,20,81.18,1.9056,4,2
OCC(C)NC(C(N)c1c(F)ccc(c1)C#N)=O,MOSES sample,9249,251.261,18,99.14,0.19418,4,1
n1c(CN2CCN(C(NCCC)=O)CC2)c(sn1)NC,MOSES sample,9250,298.416,20,73.39,0.817,5,2
c1c2cc(NC(=O)N3CCCCC3CCO)cnc2ccc1,MOSES sample,9251,299.374,22,65.46,3.0036,3,3
C(c1cccc(c1)COc1coc(CO)cc1=O)(=O)OC,MOSES sample,9252,290.271,21,85.97,1.4977,5,2
O=C(NCc1c[nH]c(=O)[nH]c1=O)c1ccc(OCC(F)F)nc1,MOSES sample,9253,326.259,23,116.94,0.0321,6,2
O=C(NCc1cccnc1)NC1CCCc2ccccc21,MOSES sample,9254,281.359,21,54.02,2.9584,3,3
c1cc(OCc2nnc(SCCO)n2C)cc2c1cccc2,MOSES sample,9255,315.398,22,60.17,2.6317,6,3
C(N)(c1c(sc2CCCc21)NC(Cc1cc(ccc1)F)=O)=O,MOSES sample,9256,318.373,22,72.19,2.656,4,3
O(CC(F)F)c1ccc(cn1)C(N1CCN(CC1)CC(O)C)=O,MOSES sample,9257,329.347,23,65.9,0.8641,6,2
c1c(ccc(S(C)(=O)=O)c1)CN(C(=O)Nc1ccc(c(c1)C)C)C,MOSES sample,9258,346.452,24,66.48,3.37084,4,2
C(OC(Cc1c(C)noc1C)=O)COc1ccccc1,MOSES sample,9259,275.304,20,61.56,2.45614,6,2
N1CCN(CC1=O)C(c1noc(-c2ccc(Br)cc2)c1)=O,MOSES sample,9260,350.172,21,75.44,1.6761,2,3
O1Cc2c(CN(C(Cc3ccccc3)=O)C)nn(c2C1)C,MOSES sample,9261,285.347,21,47.36,1.6514,4,3
C1CC2(CCN(C(C)=O)CC2)CCN1C(=O)CCc1ccc(F)cc1,MOSES sample,9262,346.446,25,40.62,3.0094,3,3
C(CO)CNC(=O)c1cc(ccc1Br)F,MOSES sample,9263,276.105,15,49.33,1.7004,4,1
COc1cccc(c1C(=O)Nc1cc(c(F)cc1)N)OC,MOSES sample,9264,290.294,21,73.58,2.6774,4,2
N(C(c1cc2c(ccn2C)cc1)=O)c1ccn(n1)-c1c(Cl)cccn1,MOSES sample,9265,351.797,25,64.74,3.6647,3,4
C(N1CCOCC1)c1cccc(c1)CNC(c1c(C)cccc1)=O,MOSES sample,9266,324.424,24,41.57,2.75722,5,3
O(c1c(ccc(c1)NC(=O)C(C)C)-c1nnnn1C(C)C)C,MOSES sample,9267,303.366,22,81.93,2.5241,5,2
c1(ccc(NC(C)=O)cc1)C(N1CCN(c2ccc(cc2)F)CC1)=O,MOSES sample,9268,341.386,25,52.65,2.7465,3,3
N(CCc1cccc(C(=O)NC)c1)C(Cc1[nH]ccc1)=O,MOSES sample,9269,285.347,21,73.99,1.2757,6,2
c1(cc(CN(CC(F)F)C2CC2)c(cc1)Br)O,MOSES sample,9270,306.15,17,23.47,3.3842,5,2
c1c(cnn1-c1ccc(cc1)C(NC(C)(C(OCC)=O)C)=O)C,MOSES sample,9271,315.373,23,73.22,2.25222,5,2
Cc1cc(C)c(NC2CCC(O)CC2)c(Br)c1,MOSES sample,9272,298.224,17,32.26,3.78134,2,2
C(NC1CCN(CC1)C(OC)=O)(=O)NCC(C)(c1cscc1)O,MOSES sample,9273,341.433,23,90.9,1.4856,4,2
Cc1ccc(F)c(S(=O)(=O)N2C(C)CCCC2)c1,MOSES sample,9274,271.357,18,37.38,2.69722,2,2
c1(ccccc1)-c1c(C(=O)N(Cc2cnn(c2)CC)C)c(on1)C,MOSES sample,9275,324.384,24,64.16,3.13862,5,3
O=C(Nc1cccnc1)c1cc(F)cc(Br)c1,MOSES sample,9276,295.111,17,41.99,3.2355,2,2
NC(=O)CN(C)C(C1(CC1)c1cc(Cl)ccc1)=O,MOSES sample,9277,266.728,18,63.4,1.3153,4,2
CC(Cc1ccccc1Cl)C(=O)NC(C)c1nncn1C,MOSES sample,9278,306.797,21,59.81,2.5245,5,2
C1CC(CCC1NC(c1ccc(CNC(=O)N)cc1)=O)CCC,MOSES sample,9279,317.433,23,84.22,2.9436,6,2
Cc1cc(Br)cnc1N1CCN(C)C(=O)C1(C)C,MOSES sample,9280,312.211,18,36.44,2.20952,1,2
C1(CCCC2N(CCC12)C(CCc1ccccn1)=O)C,MOSES sample,9281,272.392,20,33.2,3.0513,3,3
Cc1c(C(=O)N(C2CCCCC2)C2CC2)nc(C(C)C)o1,MOSES sample,9282,290.407,21,46.34,4.04372,4,3
Cn1cc(cn1)S(=O)(NC(CC)c1ccc(cc1)C)=O,MOSES sample,9283,293.392,20,63.99,2.15812,5,2
c1(sccc1)C(Nc1ccccc1SCC(=O)N)=O,MOSES sample,9284,292.385,19,72.19,2.5778,5,2
C(Cc1c(cccc1F)F)NC(N(Cc1c(noc1C)C)C)=O,MOSES sample,9285,323.343,23,58.37,2.95374,5,2
c1c2ccc(NC(CCc3cnn(c3)C)=O)cc2nc2c1CCCC2,MOSES sample,9286,334.423,25,59.81,3.4184,4,4
N(C(=O)c1c[nH]nc1-c1ccc(cc1)F)CC(=O)NCC,MOSES sample,9287,290.298,21,86.88,1.0817,5,2
Oc1ccc(Cl)cc1C(Nc1cccc(C(=O)C)c1)=O,MOSES sample,9288,289.718,20,66.4,3.5005,3,2
c1cnc(-c2oc(nn2)-c2ccccc2Cl)cn1,MOSES sample,9289,258.668,18,64.7,2.847,2,3
c1c(cc(cc1)NC(=O)C1CC2CCC1O2)-c1cnco1,MOSES sample,9290,284.315,21,64.36,2.8476,3,4
CCCCn1c(=O)[nH]c(=O)c2c(ccnc21)-c1cnccc1,MOSES sample,9291,296.33,22,80.64,1.9469,4,3
COCCN1C(=O)CCC2C1CCN2S(=O)(=O)c1cn(C)cn1,MOSES sample,9292,342.421,23,84.74,-0.1795,5,3
Cn1c(-c2ccoc2)nnc1SCc1ccc(cc1)C#N,MOSES sample,9293,296.355,21,67.64,3.23908,4,3
c1cc(ccc1OC(=O)c1ccc(cc1)C(N(C)C)=O)C(OCC)=O,MOSES sample,9294,341.363,25,72.91,2.7843,5,2
S(CCC(=O)NCc1ccccc1)c1ncc(C(F)(F)F)cc1,MOSES sample,9295,340.37,23,41.99,3.899,6,2
O(c1c(ccc(C(=O)N2CC(CC(C)C2)C)c1)OC)CC,MOSES sample,9296,291.391,21,38.77,3.212,4,2
OC(C(=O)N1CCN(c2c(C)cccc2)CC1)c1ccccc1,MOSES sample,9297,310.397,23,43.78,2.37722,3,3
C(NC(=O)c1ccc(cc1C)NC(NCCO)=O)c1ccccc1,MOSES sample,9298,327.384,24,90.46,2.03882,6,2
Cc1cc(=O)[nH]c(COc2ccccc2Br)n1,MOSES sample,9299,295.136,17,54.98,2.41982,3,2
c1cc(C(=O)C)ccc1OC(=O)CCCc1ncccc1,MOSES sample,9300,283.327,21,56.26,3.2125,6,2
c1cc(c(OC)cc1C)OCC(=O)N(C)CC(N(C)C)=O,MOSES sample,9301,294.351,21,59.08,0.92902,6,1
CC(=O)N1CCN(C(=O)CSc2nnc(-c3ccccc3)o2)CC1,MOSES sample,9302,346.412,24,79.54,1.5194,4,3
C1(O)CN(C(c2c(C)nc(C(C)C)s2)=O)CCN(C)C1,MOSES sample,9303,297.424,20,56.67,1.32342,2,2
C(CC(Oc1c(Cl)cc2c(c1)c(cc(=O)o2)C)=O)C,MOSES sample,9304,280.707,19,56.51,3.46032,3,2
N1(C(=O)CCn2ccccc2=O)C(c2cccs2)CCC1,MOSES sample,9305,302.399,21,42.31,2.6636,4,3
c1(c[nH]c2ccccc12)CC(Nc1n(C(CC)C)nc(c1)C)=O,MOSES sample,9306,310.401,23,62.71,3.82502,5,3
C(NC(=O)COc1c(OC)cc(cc1)C)c1c(C)cc(C)[nH]c1=O,MOSES sample,9307,330.384,24,80.42,2.00396,6,2
C(=O)(c1c(=O)oc2c(c1)cccc2)Nc1cc(ncc1)C,MOSES sample,9308,280.283,21,72.2,2.74872,2,3
O=C(c1cc(ccc1Cl)S(=O)(C)=O)N(C(C)C)C1CCC1,MOSES sample,9309,329.849,21,54.45,3.1466,4,2
c1cc(C(=O)NC2CCCC2C)c(OC)cc1OC,MOSES sample,9310,263.337,19,47.56,2.6222,4,2
N(C(C)CCC)C(Nc1cc(C(OC)=O)cc(c1C)F)=O,MOSES sample,9311,296.342,21,67.43,3.23082,5,1
CCCC(=O)NCc1ccc2c(c1)CCN2C(=O)c1ccc(F)cc1,MOSES sample,9312,340.398,25,49.41,3.4449,5,3
Cc1ccc(N2CC(C(=O)N(C)CCC#N)CC2=O)cc1,MOSES sample,9313,285.347,21,64.41,1.72,4,2
C12N(CC#Cc3ccc(F)cc3)C(COC1CN(C2)C(=O)N(C)C)=O,MOSES sample,9314,345.374,25,53.09,0.7704,1,3
CC(=O)Nc1ccc(C(=O)OCc2nnc(-c3ccccc3)o2)s1,MOSES sample,9315,343.364,24,94.32,3.1135,5,3
FC(F)Oc1c(c(ccc1)NC(=O)c1cc(OC(C)C)cnc1)C,MOSES sample,9316,336.338,24,60.45,4.03092,6,2
o1c(ccc1)C(=O)Nc1nc(CC(Nc2ccc(cc2)CC)=O)cs1,MOSES sample,9317,355.419,25,84.23,3.732,6,3
Cc1c(C(=O)Nc2ccc(-c3cn4ccccc4n3)cc2)cnn1C,MOSES sample,9318,331.379,25,64.22,3.29552,3,4
C1C(CC=C1)c1nn(-c2ccccc2)c2c1C(=O)CCC2,MOSES sample,9319,278.355,21,34.89,3.8249,2,4
CC(Sc1nnc2n1CCCCC2)C(=O)NCCc1ccccc1,MOSES sample,9320,344.484,24,59.81,2.844,6,3
n1cccc(c1Nc1cc(F)c(cc1)F)C(OCC(=O)N(C)C)=O,MOSES sample,9321,335.31,24,71.53,2.3484,5,2
COC(=O)c1cccc(C(=O)Nc2ccc3nc(C)sc3c2)c1,MOSES sample,9322,326.377,23,68.29,3.64362,3,3
c1c(C(=O)Nc2nc(C)c(s2)C(OC)=O)n(C)nc1,MOSES sample,9323,280.309,19,86.11,1.22392,3,2
c1(-c2onc(n2)COC)sc2n(C)nc(c2c1)C(C)C,MOSES sample,9324,292.364,20,65.97,2.9546,4,3
O=C1N(CC(=O)Nc2nc([nH]n2)N)c2cc(ccc2OC1)Cl,MOSES sample,9325,322.712,22,126.23,0.4044,3,3
C(c1ccc(F)cc1)(NC(C(=O)N(C)CC(=O)NC(C)C)C(C)C)=O,MOSES sample,9326,351.422,25,78.51,1.5631,7,1
Cc1onc(-c2cc(S(=O)(=O)N3CCCCC3)ccs2)c1C,MOSES sample,9327,,,,,,
c1(sc(C)nc1)CNC(=O)Cn1c2ccccc2cc1C,MOSES sample,9328,299.399,21,46.92,3.03104,4,3
C1C(C(=O)NCc2ccc(cc2)C)N(CC1)C(=O)c1cccs1,MOSES sample,9329,328.437,23,49.41,2.97752,4,3
c1c(C2CCCN2C(=O)c2ccoc2)ccc(Cl)c1,MOSES sample,9330,275.735,19,33.45,3.9103,2,3
c1(C#N)c(C)c(nn(c1=O)CCCCOc1ccc(cc1)Cl)C,MOSES sample,9331,331.803,23,67.91,3.24442,6,2
Cc1cccc(SCC(=O)NC2(C(N)=O)CCCCC2)c1,MOSES sample,9332,306.431,21,72.19,2.39152,5,2
C(NS(=O)(N1CCCC1)=O)CNS(=O)(CC)=O,MOSES sample,9333,285.391,17,95.58,-1.1441,7,1
n1(c(C)c(cn1)C(Nc1ccc(S(N)(=O)=O)cc1)=O)C,MOSES sample,9334,294.336,20,107.08,0.62822,3,2
c12c(OCO2)cc(cc1)CNC(=O)c1n(C)cc(c1)-c1nc(sc1)C,MOSES sample,9335,355.419,25,65.38,3.11572,4,4
C(NCC1CCCC(C1)C)(=O)COC(c1ccc(C#N)cc1)=O,MOSES sample,9336,314.385,23,79.19,2.65758,5,2
Cn1cc(-c2cc(C(=O)Nc3ccc4c(c3)COC4)no2)cn1,MOSES sample,9337,310.313,23,82.18,2.3576,3,4
c1c(ncs1)CNC(=O)c1c2c(cccc2)[nH]c1,MOSES sample,9338,257.318,18,57.78,2.5544,3,3
n1(c(Cn2nc(nn2)-c2ccccc2)ncc1)C(C)C,MOSES sample,9339,268.324,20,61.42,2.1658,4,3
c1ccc(C(C)Nc2ccc(cc2)NC(=O)C)cc1,MOSES sample,9340,254.333,19,41.13,3.8181,4,2
COC(=O)CCN(C)S(=O)(=O)CC#CCCO,MOSES sample,9341,263.315,17,83.91,-0.8031,6,0
Cn1cnc(CNC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)n1,MOSES sample,9342,342.403,25,92.15,1.3754,4,3
Cc1cc2n(CC(N3CCCCCC3)=O)c(cc(=O)n2n1)C,MOSES sample,9343,302.378,22,59.61,1.51544,2,3
O(Cc1c(OC)ccc(C(OCC2CCCCO2)=O)c1)C,MOSES sample,9344,294.347,21,53.99,2.5675,6,2
CCOc1ccc2c(c1)CN(C(=O)NCc1cc(C)on1)CC2,MOSES sample,9345,315.373,23,67.6,2.64962,4,3
C1CN(CC1)C(=O)C1N(CC(OC)=O)C(c2c(N1)cccc2)=O,MOSES sample,9346,317.345,23,78.95,0.6758,3,3
CCN(CCC(OC)=O)S(=O)(=O)c1c[nH]nc1,MOSES sample,9347,261.303,17,92.36,-0.0166,6,1
Clc1cnc2c(n(COCc3ccccc3)c(n2C)=O)c1,MOSES sample,9348,303.749,21,49.05,2.5627,4,3
c1(SCC(=O)OCC#C)n(c(=O)c2c(c(C)sc2n1)C)CC,MOSES sample,9349,336.438,22,61.19,2.36324,5,2
c1(N2CCN(CC2)C(c2ccc(cc2F)F)=O)c(n[nH]c1C)C,MOSES sample,9350,320.343,23,52.23,2.26714,2,3
c1cc(sc1)C(C)N(C)C(=O)NC1CCN(S(=O)(=O)C)CC1,MOSES sample,9351,345.49,22,69.72,1.8745,4,2
C(c1noc(c1)CCC)NC(=O)c1nn(-c2ccc(F)cc2)c(C)c1,MOSES sample,9352,342.374,25,72.95,3.19032,6,3
c1ccsc1C(Nc1cc(c(OC)cc1)-n1cnnn1)=O,MOSES sample,9353,301.331,21,81.93,1.9847,4,3
c1c(C(=O)N2CCC3(CC2)CC(c2ccccc23)CCO3)cco1,MOSES sample,9354,,,,,,
C1CC(CNC(=O)c2cc(C)nn2CC)(c2c(C1)cccc2)O,MOSES sample,9355,313.401,23,67.15,2.16532,4,3
O=C(CCc1ccc(Cl)cc1Cl)N1CCC(CO)CC1,MOSES sample,9356,316.228,20,40.54,3.1569,4,2
Cc1ccc(NC(=O)C2CC2)cc1NC(=O)NCc1ccco1,MOSES sample,9357,313.357,23,83.37,3.25822,5,3
n1(c(C)cc(n1)C)C(=O)COc1c(cc(cc1)Cl)C(=O)C,MOSES sample,9358,306.749,21,61.19,3.07514,4,2
N(C(=O)Cn1cnc2ccccc2c1=O)(CC(=O)OCC)C,MOSES sample,9359,303.318,22,81.5,0.418,5,2
O(CC=C)c1ccc(-c2nc(on2)-c2ncsc2)cc1OCC,MOSES sample,9360,329.381,23,70.27,3.8236,7,3
CCOC(=O)C(C)NC(=O)CN1CCOCC1CC,MOSES sample,9361,272.345,19,67.87,0.165,6,1
C1CC1c1n(C(CC)C)ncc1C(OCc1coc(c1)C(=O)N)=O,MOSES sample,9362,331.372,24,100.35,2.7804,7,3
c1cc(c(N2C(C3CC(C=C3)C2)=O)cc1)Br,MOSES sample,9363,278.149,16,20.31,2.988,1,3
c1(ccc(OC)cc1)-c1cc2c(nc(n2CCO)N)cc1,MOSES sample,9364,283.331,21,73.3,2.2864,4,3
c1cc(cc(CO)c1OCc1nc(on1)-c1ccoc1)F,MOSES sample,9365,290.25,21,81.52,2.54,5,3
C1CCOCC1CN(C)C(=O)c1sc(C2CCCO2)nc1,MOSES sample,9366,310.419,21,51.66,2.4932,4,3
c1(cc2c(OCCO2)cc1)CC(=O)NCC(C)(O)c1ccc(F)cc1,MOSES sample,9367,345.37,25,67.79,2.1633,5,3
C(=O)(c1cc2c([nH]c1=O)CCCC2)N1CCCCCC1,MOSES sample,9368,274.364,20,53.17,2.2699,1,3
n1(cccn1)Cc1c(C(=O)NC2CCCC2)nccc1,MOSES sample,9369,270.336,20,59.81,1.9988,4,3
N#CC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(F)c1,MOSES sample,9370,307.328,23,68.68,3.62798,4,3
n1c([nH]nc1)SCCC(=O)N1CC2CC=CCC2C1,MOSES sample,9371,278.381,19,61.88,1.7115,4,3
c1cc(cc(C)c1C)Nc1c(c(ncn1)NC)N,MOSES sample,9372,243.314,18,75.86,2.46094,3,2
COCCOCC(=O)N1CCC(Cc2cccc(F)c2)CC1,MOSES sample,9373,309.381,22,38.77,2.2698,7,2
C1CN(CCC1)c1cc(ncn1)NC(Nc1ccc(cc1)OCC)=O,MOSES sample,9374,341.415,25,79.38,3.5096,5,3
c1ccoc1C(=O)NCCNC(=O)Cc1cccc(F)c1,MOSES sample,9375,290.294,21,71.34,1.5074,6,2
C(C)(C)(C)OC(NC(C)c1sc(cn1)CC)=O,MOSES sample,9376,256.371,17,51.22,3.2912,3,1
N(C(CO)Cc1ccc(cc1)-c1ccccc1)C(=O)c1cnns1,MOSES sample,9377,339.42,24,75.11,2.5385,6,3
c12N3C(CCc1cccc2)N(S(=O)(C)=O)CC3,MOSES sample,9378,252.339,17,40.62,1.0405,1,3
c1(Cl)cc(C#N)c(cc1)S(=O)(=O)NCC(OC)c1ccccc1,MOSES sample,9379,350.827,23,79.19,2.87768,6,2
CC(=O)c1c(c(-c2ccc(OCCOC)cc2)n(c1C)C)N,MOSES sample,9380,302.374,22,66.48,2.81052,6,2
c1n[nH]c(C(=O)NC(C#N)c2cc(ccc2)Br)c1,MOSES sample,9381,305.135,18,81.57,2.16688,3,2
c1(ccsc1)C(N1CCC(CC1)Oc1ncccn1)=O,MOSES sample,9382,289.36,20,55.32,2.2217,3,3
C1CC(CCC1C)NS(=O)(CC(N1CCC(CC1)=O)=O)=O,MOSES sample,9383,316.423,21,83.55,0.676,4,2
C(C)(c1sc2cc(ccc2n1)NC(=O)c1ccc(n(n1)C)=O)C,MOSES sample,9384,328.397,23,76.88,2.7657,3,3
C(NC(CNC1=NS(=O)(c2c1cccc2)=O)=O)C,MOSES sample,9385,267.31,18,87.63,-0.1388,3,2
CC(C)CN(C(=O)c1c(N)c(no1)S(=O)(=O)C1CC1)CC(C)C,MOSES sample,9386,343.449,23,106.5,1.9471,7,2
Fc1c(cccc1)S(=O)(=O)Nc1c(C)c(ccc1)C(=O)NC,MOSES sample,9387,322.361,22,75.27,2.29452,4,2
c1cc(C(=O)N(CC)CC(Nc2cc(ccc2)OC)=O)sc1C,MOSES sample,9388,332.425,23,58.64,3.16592,6,2
